name,native,variants,family,styles,level,renamed_from,meaning,era,origin_person,origin_place,modifier,modified_era,introduced_by,disputed,provenance,sources
Tachimura no Kusanku,立村のクーサンクー,KishimotoDi Kusanku; Kusanku (KishimotoDi); Tachimura Kusanku; Tachimura nu Kusanku,shuri-te,bugeikan|kishimoto-di|shuri-te|te,senior,,Named for the Chinese envoy Kusanku (Kong Xiangjun / Kūsankū),Kusanku tradition c. 1756-1760s; Tachimura to Kishimoto transmission 19th century,"The Chinese envoy Kusanku is the tradition's ultimate source; the Okinawan transmission credited in this line is Kanga Sakukawa, who is said to have taught Naihanchi, Passai and Kusanku to both Tachimura and Sokon Matsumura","Shuri, Okinawa; Chinese source via the Kusanku embassy tradition",Tachimura no Peichin; Soko Kishimoto; Kiyohiko Higa for the Bugeikan version,19th century transmission; Kishimoto fixation c. 1900-1945; Bugeikan codification 1950s-60s,Kusanku (transmitted); Kanga Sakukawa (transmitted); Tachimura no Peichin (transmitted); Soko Kishimoto (standardised); Kiyohiko Higa (standardised); Kusanku (brought); Tachimura no Peichin (standardised); Soko Kishimoto (brought); Seitoku Higa (brought),yes,"See Tachimura no Naihanchi. The Kusanku tradition itself rests on a single line in Oshima Hikki (1762) describing a Chinese named Kūsankū who demonstrated grappling and striking in Ryukyu, which is the earliest documentary reference to anything resembling karate.","https://www.karateobsession.com/2020/12/kishimotodi-revisited.html | https://www.genseiryu.com/wiki/KishimotoDi | https://en.wikipedia.org/wiki/K%C5%ABsank%C5%AB_(kata) | Oshima Hikki (1762), cited in the above"
Tachimura no Naihanchi,立村のナイハンチ,KishimotoDi Naihanchi; Naihanchi (KishimotoDi); Tachimura Naihanchi; Tachimura nu Naifanchi,shuri-te,bugeikan|kishimoto-di|shuri-te|te,junior,,See Naihanchi; 'Tachimura no' denotes the transmitting bushi,late 18th to 19th century; taught by Tachimura to Kishimoto Soko in the late 19th century,"Kanga Sakukawa (Tode Sakugawa, 1733-1815). According to Kishimoto Soko, Bushi Tachimura was a fellow student of Sokon Matsumura under Sakugawa, and the pair learned Naihanchi, Passai and Kusanku from him","Shuri, Okinawa","Tachimura no Peichin (1814-1899), who transmitted the form Kishimoto Soko preserved; Soko Kishimoto (1862-1945), who fixed the KishimotoDi shape and added Nidanbu as a linking kata; Seitoku Higa of the Bugeikan and Kiyohiko Higa carried it forward",Tachimura's transmission mid-19th century; Kishimoto's fixation c. 1900-1945; Bugeikan codification from the 1950s-60s,Kanga Sakukawa (transmitted); Tachimura no Peichin (transmitted); Soko Kishimoto (standardised); Seitoku Higa (transmitted); Kiyohiko Higa (standardised); Tachimura no Peichin (standardised); Soko Kishimoto (brought); Seitoku Higa (brought),yes,"KishimotoDi is a Shuri-te line held to descend from Tode Sakugawa through Bushi Tachimura to Kishimoto Soko to Higa Seitoku, founder of the Bugeikan. It preserves four kata: Tachimura no Naihanchi, Tachimura no Passai, Tachimura no Kusanku and Nidanbu. Its distinctive body mechanics are argued by its exponents to represent a pre-Itosu Shuri-te.",https://www.karateobsession.com/2020/12/kishimotodi-revisited.html | https://www.genseiryu.com/wiki/KishimotoDi | https://www.karateobsession.com/kishimotodi
Tachimura no Passai,立村の抜塞,KishimotoDi Passai; Passai (KishimotoDi); Tachimura Passai; Tachimura nu Passai,shuri-te,bugeikan|kishimoto-di|shuri-te|te,middle,,See Passai,late 18th to 19th century; Tachimura to Kishimoto transmission late 19th century,"Kanga Sakukawa (Tode Sakugawa, 1733-1815), per Kishimoto Soko's account of the Tachimura line","Shuri, Okinawa",Tachimura no Peichin; Soko Kishimoto; codified in the Bugeikan by Seitoku Higa and Kiyohiko Higa,mid-19th century transmission; Kishimoto fixation c. 1900-1945; Bugeikan codification 1950s-60s,Kanga Sakukawa (transmitted); Tachimura no Peichin (transmitted); Soko Kishimoto (standardised); Seitoku Higa (transmitted); Kiyohiko Higa (standardised); Tachimura no Peichin (standardised); Soko Kishimoto (brought); Seitoku Higa (brought),yes,"See Tachimura no Naihanchi. One of the three koryu kata of KishimotoDi that Kishimoto Soko learned from Bushi Tachimura, alongside Naihanchi and Kusanku.",https://www.karateobsession.com/2020/12/kishimotodi-revisited.html | https://www.genseiryu.com/wiki/KishimotoDi | https://asatodojo.com/kishimoto-di-seminar-opportunity-november-2023/
Tawada no Passai,多和田のパッサイ,Matsumura Bassai (Shito-ryu usage); Passai Dai (Kobayashi Shorin-ryu usage),shuri-te,kobayashi-shorin-ryu|shorin-ryu-shorinkan|shorin-ryu-kyudokan|shorin-ryu-shidokan|shito-ryu|shorin-ryu|shuri-te,senior,,,mid-19th century,"Tawada Chikudun Pechin Shinboku of Tunjumui, Shuri, said to be a student of Sokon Matsumura",,"Chibana Choshin, who preserved it on Itosu's instruction and named it Passai Dai",,,yes,"NEW, and the missing piece that explains the Matsumura/Chibana naming tangle. Chibana received this form and, the story runs, performed it for Itosu, who said it was the finest performance of a rarely seen kata he had witnessed and told him to preserve it; Chibana made it his Passai Dai and pushed Itosu's own Passai down to Passai Sho. In Shito-ryu the same form is generally what is called Matsumura Bassai. DATING PROBLEM, unresolved: Guarelli gives Tawada Shinboku 1814-1848, other sources 1814-1884. On the earlier date he cannot have taught Chibana (b.1885) directly and the transmission must run through the family, which one account says ('Shinju Tawada, son of Shinboku'). Guarelli independently confirms Tawada Shinboku as a real Ma-clan figure of Tunjumui, a sai specialist who demonstrated before King Sho Ko and left the kata Tawada no sai, so the man is solid even where the Passai tra",
Unshu,雲手,Unsu,shuri-te,shito-kai|shito-ryu,senior,,cloud hands (Shito reading),19th century,Seisho Arakaki (Aragaki),,Kenwa Mabuni,1920s-1930s,Seisho Arakaki (created); Kenwa Mabuni (standardised),yes,"Shito-ryu recension of the Aragaki Unsu, listed by the WKF under its own spelling.","WKF Competition Rules, Appendix: Official Kata List"
Unsu,雲手,Aragaki no Unsu; Unshu; Unsu Dai; Unsū,shuri-te,genseiryu|shito-ryu|shotokan|shuri-te|shotokai|jka|skif|ska|asai-ryu|iskf|japanese-karate-generic|jska|kase-ha|kwf|shito-kai,senior,Unshu (雲手),cloud hands / hands in the clouds,19th century,"Seisho Arakaki (Aragaki, 1840-1918)","Kume/Naha, Okinawa (Fuzhou-influenced)",Kenwa Mabuni for Shito-ryu; Gigo Funakoshi and the JKA for Shotokan,1920s-1950s,Seisho Arakaki (created); Kenwa Mabuni (standardised); Gigo Funakoshi (modified),yes,Third of the Aragaki-line kata; the Shotokan version's jumping turn is a 20th-century addition.,"WKF Competition Rules, Appendix: Official Kata List"
Useishi,五十四歩,Gojushiho; Useishi Sho,shuri-te,matsubayashi-ryu|shorin-ryu|shuri-te|shotokan|shogen-ryu|shorin-ryu-kishaba-juku|ueshiro-shorin-ryu,senior,n/a for the Okinawan parent; see Gojushiho Dai and Gojushiho Sho,fifty-four (Okinawan reading),19th century,Unknown; the Okinawan-language name for the Gojushiho material in the Shuri and Shorin lines,,"Funakoshi, by renaming; the movements are the Shorin transmission",pre-1936 form; renamed 1936,Anko Itosu (standardised); Gichin Funakoshi (renamed),yes,Nagamine records the original Okinawan name and argues the Japanised names displaced genuine cultural identity.,"WKF Competition Rules, Appendix: Official Kata List"
Chinto,鎮闘,"Chinto (Wado-ryu); Chinto (Wado-ryu) (already held); Chintou; Chintō; Gankaku; Gankaku (Shotokan, 1935); Gankaku (already held); Gankaku (岩鶴); Jin Do; Jin Do (Korean, already held); Jin Do (Tang Soo Do); Jin Do / Chinto (진도, Korean); Kyan no Chinto; Tomari Chinto; Tomari Chinto (Matsumora/Iha line); Tomari Chinto (already held)",tomari-te,isshin-ryu|kobayashi-shorin-ryu|matsubayashi-ryu|moo-duk-kwan|okinawa-kenpo|shito-ryu|shobayashi-shorin-ryu|shorin-ryu|shorin-ryu-seibukan|shorinji-ryu|shotokan|shuri-te|tang-soo-do|tomari-te|wado-ryu|shito-kai|shogen-ryu|shorin-ryu-kishaba-juku|ueshiro-shorin-ryu,senior,,fighting to the east / calm in the fight,mid-19th century,"A shipwrecked Chinese, named in Okinawan tradition as Chinto. He is NOT on our roster. In the Tomari sources the same castaway is called Annan, who IS on the roster (Q251784)","Tomari/Shuri, Okinawa",Chotoku Kyan for the Shorin lines; Anko Itosu and then Gichin Funakoshi for the Shuri-Shotokan line; Hironori Otsuka for Wado,Kyan recension c. 1900-1930; Shotokan Gankaku fixed 1936; Wado version 1930s,Kosaku Matsumora (transmitted); Shiroma (Gusukuma) of Tomari (transmitted); Sokon Matsumura (standardised); Anko Itosu (standardised); Chotoku Kyan (modified); Gichin Funakoshi (renamed); Hironori Otsuka (modified); Kosaku Matsumora (standardised); Sokon Matsumura (transmitted); Chotoku Kyan (transmitted); Shoshin Nagamine (standardised); Chintō (shipwrecked Chinese castaway) (created); Choki Motobu (transmitted); Gigo Funakoshi (modified); Chotoku Kyan (standardised); Won Kuk Lee (brought); Hwang Kee (brought),yes,"Tomari tradition of a shipwrecked Chinese taken in at Tomari who taught Matsumora Kosaku and Shiroma (Gusukuma) of Tomari. A competing Shuri tradition has Matsumura Sokon sent by the king to subdue the castaway and learning from him instead. Our own edge file records Annan to Kosaku Matsumora and Annan to Shiroma (Gusukuma) of Tomari, both at high confidence.","WKF Competition Rules, Appendix: Official Kata List"
Jion,慈恩,"Ja Eun; Ji On; Ji On (Korean tang soo do derivative, already held); Ji On (Korean); Ji On (Tang Soo Do); Ji'in (related but distinct); Jion; Jion (Shito-ryu); Jion (Shotokan); Jion (Wado-ryu); Jion (kata group); Jion Dai",tomari-te,japanese-karate-generic|jka|moo-duk-kwan|shito-ryu|shorin-ryu|shotokan|shuri-te|soo-bahk-do|taekwondo|tang-soo-do|tomari-te|toon-ryu|wado-ryu|shotokai|skif|ska|asai-ryu|iskf|jska|kase-ha|kenkojuku|kwf|shintani-wado-kai|shito-kai|wado-kai|wado-kokusai|wado-ryu-karate-do-renmei,middle,none: Jion was NOT renamed,temple of mercy / compassion and kindness,19th century or earlier,Unknown. Named for the Jion-ji (Jion temple); the Okinawan tradition links the group to Chinese temple boxing transmitted through Tomari,"Tomari, Okinawa; brought to Seoul, Korea","Anko Itosu, then Gichin Funakoshi and the JKA; Otsuka for Wado",c. 1900 (Itosu); 1930s onward (Japanese recensions),Anko Itosu (standardised); Gichin Funakoshi (transmitted); Kenwa Mabuni (transmitted); Hironori Otsuka (modified); Won Kuk Lee (brought); Hwang Kee (brought); Kentsu Yabu (transmitted); Juhatsu Kyoda (brought); Anko Itosu (transmitted); Gichin Funakoshi (brought); Masatoshi Nakayama (standardised),yes,"Tomari temple tradition into the Shuri syllabus, then into all four WKF core styles.","WKF Competition Rules, Appendix: Official Kata List"
"Kasshindi (Ichi, Ni, San)",合戦手,Kassen-te; Kasshin-di; Kasshindi 1-3; Kasshindī,tomari-te,motobu-udundi,,,'Battle hand' or 'engagement hand'; also read kassen-te,created by Uehara in the mid-20th century; transmitted to Motobu Chosei from 1976,Seikichi Uehara,Okinawa,Seikichi Uehara,"1976-1977, when the set was taught to the Motobu soke line",Seikichi Uehara (created); Choyu Motobu (transmitted); Chosei Motobu (transmitted),yes,"Three forms for handling multiple opponents, built by Uehara Seikichi (1904-2004) from techniques he received from Motobu Choyu (1857-1928), the last Motobu family holder of Udundi. Uehara taught them to Motobu Chosei in Osaka from 1976-1977.",https://medium.com/motobu-ryu-blog/secret-kata-of-motobu-udundi-d1406dbaac57 | https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dy%C5%AB
Kyan no Passai,喜屋武のパッサイ,Tomari Passai (loose usage); Oyadomari no Passai (Seibukan and Shorinji-ryu naming),tomari-te,shorin-ryu-seibukan|shorinji-ryu|chubu-shorin-ryu|shobayashi-shorin-ryu|matsubayashi-ryu|shorin-ryu,middle,,,late 19th to early 20th century,"Chotoku Kyan (1870-1945), reworking Oyadomari no Passai",,Zenryo Shimabukuro (Seibukan) and Joen Nakazato (Shorinji-ryu) in their separate lines,,,yes,"Kyan learned Passai from Oyadomari Kokan in Tomari, having also trained under Matsumura and Itosu in Shuri, and reshaped it around his small stature and lateral footwork; Nagamine records that his Passai, Chinto and Kusanku contained movements setting them apart from other masters'. Passai was among his favourite kata to the end of his life. The Seibukan/Shorinji-ryu version opens with morote-uke and repeats kake-uke/saguri-te three times advancing. Commonly mislabelled 'Tomari Passai'. Note that 'Passai Guwa'/'Koryu Passai' is attached to Kyan by some writers, but Shimabukuro Zenpo states his Passai Guwa came from Nakama Chozo out of Chibana, i.e. the Itosu line, so the Guwa label should not be treated as Kya",
Mekata (Anji-kata no Mekata),御主前の舞方,Anji-kata no Mekata; Anji-kata nu Mēkata; Dancing form of the lords; Mai no Ti; Meikata; Mekata; Mēkata; Udundi no Mekata,tomari-te,bugeikan|motobu-ryu|motobu-udundi|tomari-te,,,'Dance form of the lord'; mekata is the Okinawan term for the martial dance-form of the nobility,claimed Ryukyu Kingdom era (17th-19th century); documented only in the 20th century,"No individual originator is recorded. Held by the Motobu Udundi tradition to be the palace art of the Motobu Udun, the Motobu princely household, transmitted within the family rather than composed by any one person","Motobu Udun, Shuri, Okinawa","Choyu Motobu (1857-1928), the last family holder, who transmitted it outside the family; Seikichi Uehara (1904-2004), who codified and publicised it as Motobu Udundi; Seitoku Higa, who preserved a version in the Bugeikan",transmitted by Choyu Motobu c. 1920s; codified by Uehara from the 1940s-1970s onward,Choyu Motobu (transmitted); Seikichi Uehara (standardised); Seitoku Higa (standardised); Choyu Motobu (brought); Seitoku Higa (transmitted); Chosei Motobu (transmitted),yes,"Motobu Udundi is presented as the private art of the Motobu royal branch family, passed to eldest sons only, and released to Seikichi Uehara by Choyu Motobu because no family successor was training. Mekata is its characteristic form: a dance-derived kata emphasising tuidi (seizing) and body-shifting rather than percussive striking.","Mark Bishop, Okinawan Karate, chapter on Motobu Udundi and Appendix C | roster entries: Choyu Motobu Q706389, Seikichi Uehara C00478, Motobu Chosei A0028"
Motode Ichi and Ni,本手一・二,"Motode (five forms, per Cramer); Motode Ichi; Motode Ni; Motode Sanchin; Mutudi; Mutudī; Shuri Sanchin",tomari-te,kenpo|motobu-ryu|motobu-udundi|tomari-te,junior,,'Original hand' / 'root hand'; the base forms from which the system's applications are drawn,formalised in the 20th century; the tradition claims 17th-century palace roots,DISPUTED between two Motobu brothers. Cramer states explicitly that the Motode kata and the twelve kumite forms were developed by Choki Motobu (1870-1944); the current database instead routes Motode through Choyu Motobu and Motobu Udundi,Okinawa (Shuri/Tomari); the Motobu family,"Choki Motobu, who taught Naihanchi Shodan and Nidan, Passai, Seisan, five Motode kata and twelve kumite forms as his complete curriculum; Seikichi Uehara for the Udundi line's version",Choki Motobu's set fixed c. 1920s-1930s; Udundi codification from the 1940s onward,Choki Motobu (created); Choyu Motobu (transmitted); Seikichi Uehara (standardised); Chosei Motobu (transmitted); Choyu Motobu (brought),yes,"Motobu Choki's son Chosei records that his father excluded from his teaching anything not practical in a martial sense, and that his instruction consisted of a small kata set plus paired forms. Cramer, drawing on that testimony, attributes the Motode kata and the kumite forms directly to Choki Motobu's own development.","Motobu Chosei, testimony on his father's teaching, cited in the above | Mark Bishop, Okinawan Karate, chapters on Motobu-ryu and Motobu Udundi"
Oyadomari no Passai,親泊の抜塞,Oyadomari Passai; Oyadomari no Bassai,tomari-te,shito-ryu|shorin-ryu|shorin-ryu-seibukan|tomari-te|shorinji-ryu|matsubayashi-ryu,middle,,Oyadomari's Passai,19th century,"Kokan Oyadomari (1827-1905) of Tomari, in a three-generation family transmission",,"Chotoku Kyan, whose recension is the one most widely practised",c. 1900-1930,Kokan Oyadomari (standardised); Chotoku Kyan (transmitted); Kosaku Matsumora (transmitted),yes,"Tomari family version passed to Kyan Chotoku and thence into Shorin-ryu, Isshin-ryu and Shito-ryu. Project edges also record the Chinese teachers Annan and Ason as inputs to Kokan Oyadomari, though both links are rated low confidence.","WKF Competition Rules, Appendix: Official Kata List"
Rinkan,林間,Linkan; Rinkan (Gohakukai); Rinkan no Kata,tomari-te,gohakukai|tomari-te,,,'Between the trees' / 'in the grove',19th to early 20th century; first documented in the 20th century,Unknown. Preserved in the Tomari line running Kosaku Matsumora to Kodatsu Iha to Seiyu Nakasone; no originator is recorded,"Tomari, Okinawa","Seiyu Nakasone (1893-1983), who transmitted it; Tokashiki Iken, who fixed the Gohakukai version and is the reason the kata survives at all",Gohakukai standardisation from the 1970s onwards,Kosaku Matsumora (transmitted); Kodatsu Iha (transmitted); Seiyu Nakasone (transmitted); Tokashiki Iken (standardised); Seiyu Nakasone (brought); Seiyu Nakasone (created),yes,"Tokashiki Iken, a student of Seiyu Nakasone and founder of the Gohakukai, is recorded as teaching Wankan, Wanshu Dai and Sho, Rohai, Kusanku, Chinto and Rinkan as the preserved Tomari-te set. Rinkan appears in no mainstream style syllabus and has no independent attestation outside this line.","http://itosukai.blogspot.com/2020/12/wankan.html | https://wseku-karate.org/en/istoria-okinawa-karate/tomari-te/ | https://katastepbystep.com/karate-styles-tomari-te/ | Mark Bishop, Okinawan Karate, Appendix C"
